point_id;loss_sum_2013;loss_sum_2014;loss_sum_2015;loss_sum_2016;loss_sum_2017;loss_sum_2018;loss_sum_2019
148554_0;0;0;0;0;1;0;0
148562_0;61;228;526;692;994;785;626
148582_0;37;7;49;33;55;0;0
148587_0;33;582;577;1366;1395;955;119
148593_0;39;350;372;77;150;169;138
220118_0;207;2502;6389;10089;13399;8846;654
220120_0;1;2;0;1;24;0;1
220121_0;20;88;18;30;46;68;44
220123_0;0;1;0;0;27;0;0
220128_0;0;0;0;0;0;0;0
220132_0;0;3;0;0;3;0;0
220141_0;38;10;24;8;17;3;31
220146_0;0;0;0;9;27;21;0
220147_0;47;139;3998;7201;816;192;347
185563_0;0;0;0;0;0;0;0
185568_0;0;0;0;0;0;0;0
185569_0;258;724;86;910;877;793;6720
185581_0;151;154;31;10;485;113;177
185598_0;127;639;1406;1605;6166;3235;3503
185608_0;8;26;0;31;84;20;237
185609_0;0;0;0;3104;6735;0;0
185615_0;0;0;21;0;0;0;0
51057_0;4;133;422;1734;1221;88;5309
51073_0;1041;2222;4748;835;6978;1203;2369
51082_0;31;0;0;0;0;0;0
51084_0;0;28;0;2;8;0;0
51087_0;95;330;107;265;702;7;482
51100_0;0;1;2;41;0;13;5
51102_0;111;58;581;44;54;1478;685
141157_0;0;63;8;30;19;0;3
141162_0;0;0;0;63;0;0;0
141168_0;252;439;271;227;191;645;1644
141179_0;0;0;0;0;15;0;0
141200_0;55;417;0;0;6;0;0
141214_0;17;577;598;9357;367;5211;157
43986_0;47;275;4;16;496;31;104
43998_0;143;12;0;1094;3567;158;26
44002_0;136;28;1026;152;199;66;29
44003_0;19;51;15;37;32;1688;1568
44041_0;1;4;0;5;157;1330;2777
236620_0;630;857;190;382;517;522;1010
236629_0;68;585;14;0;14;0;0
236633_0;76;463;282;664;839;168;419
236649_0;354;99;22;357;861;280;222
236656_0;1;0;0;0;0;76;10
113347_0;1;0;0;0;0;0;0
113349_0;468;1232;699;1009;1072;330;337
113357_0;7;88;52;252;241;851;437
113363_0;8;14;0;0;0;0;0
113371_0;270;3988;248;332;474;1372;467
113379_0;297;325;78;270;314;43;386
113380_0;60;27;1;4;2;8;23
113383_0;110;171;72;453;617;92;280
113397_0;25;92;120;122;237;649;392
193994_0;366;403;206;1316;821;242;583
194008_0;8;96;47;51;847;149;1
194009_0;151;771;282;288;477;480;126
194023_0;185;2720;590;196;1303;1957;569
194033_0;44;22;88;686;957;518;295
201851_0;157;34;0;4;53;93;106
201853_0;0;0;0;0;3;25;50
201865_0;0;3;2;16;6;4;6
201871_0;157;79;20;153;148;174;289
201879_0;247;168;54;446;273;1168;226
201887_0;1299;1842;775;766;2884;454;165
201893_0;39;221;626;422;95;588;403
201899_0;0;4;0;800;0;0;0
201901_0;0;0;4486;38;0;0;0
201902_0;0;0;12;10;15;33;5
201906_0;4;84;82;33;106;79;73
28186_0;87;138;460;818;700;323;497
28187_0;0;0;0;0;0;3;0
28200_0;11;84;0;32;18;0;0
28201_0;1;1;0;2;13;0;7
28213_0;23;392;1324;917;5146;304;551
28218_0;3;4;0;2;164;0;562
28221_0;126;388;59;45;2032;726;705
28237_0;246;188;272;202;539;40;251
93035_0;1;0;0;0;0;274;18
93043_0;153;187;490;464;390;8;139
93060_0;0;2;6;1;24;6;1
93062_0;0;0;0;14;0;0;0
93071_0;1456;1078;435;308;392;1761;899
93076_0;55;30;0;0;0;0;0
93080_0;307;2431;1668;3444;2464;957;1137
93083_0;74;199;132;882;1201;230;2275
159701_0;13;0;0;5;0;0;0
159703_0;0;3;0;0;0;0;4
159707_0;112;155;66;758;291;83;40
159715_0;1;0;0;1;0;0;0
159722_0;813;1270;704;308;2932;66;348
159737_0;0;0;0;0;0;0;0
159758_0;654;1626;1333;1411;1745;3344;462
230467_0;0;0;0;91;0;0;0
230472_0;412;5059;935;1557;6695;2939;1221
230474_0;122;137;0;42;230;0;57
230475_0;124;183;27;878;23;179;5
230496_0;0;2;0;0;39;0;0
230499_0;2;4;2;0;1;0;0
230502_0;183;111;104;159;614;104;73
230506_0;102;107;39;69;75;71;37
230511_0;1514;1392;6;48;965;171;648
119014_0;1;24;0;3;38;34;421
119015_0;19;130;338;438;498;704;272
119031_0;106;256;193;39;574;233;2235
119043_0;0;0;0;0;0;0;0
119057_0;0;619;579;199;728;13;65
119058_0;107;2;24;0;1;211;548
119064_0;1;9;0;12;24;0;0
119066_0;0;0;0;1;7;0;16
37580_0;145;241;98;51;875;388;8414
37588_0;0;0;0;0;0;0;0
37593_0;3;17;149;35;585;231;150
37596_0;3140;1246;1393;1471;1561;940;718
37600_0;0;0;0;0;8;0;0
37607_0;0;52;0;0;0;0;1
37608_0;0;0;0;5;0;0;0
37613_0;27;17;0;75;428;0;4
37634_0;309;181;307;353;643;211;301
81141_0;0;1;0;0;0;0;322
81157_0;806;5994;6530;6160;3267;2190;785
81186_0;234;404;588;438;186;267;402
81187_0;208;759;644;214;259;53;33
81188_0;1380;906;834;2349;7726;3368;2624
108654_0;0;1;26;55;16;0;15
108657_0;15;4;0;6;51;0;0
108673_0;0;5;0;1;0;0;0
108679_0;167;0;702;359;52;162;5
108685_0;8;26;4;1;93;65;106
108700_0;269;856;827;1235;1892;1563;470
106828_0;681;507;1387;991;1784;141;482
106834_0;37;40;2;18;54;21;7
106855_0;41;119;47;122;531;244;1765
106857_0;158;497;224;488;409;539;2232
104616_0;0;16;0;29;120;2;0
104623_0;0;11;10;31;313;0;0
104625_0;119;25;48;42;808;129;350
104635_0;1;1;3;117;15;3;12
104644_0;0;0;0;0;0;0;0
104654_0;1;3;0;0;4;30;0
104660_0;41;577;458;2456;609;249;1202
104670_0;0;0;0;0;3;15;0
104672_0;598;514;172;762;301;505;332
104675_0;17;2;7;427;167;3;1
177943_0;11;86;10;183;3;0;3
177955_0;18;26;174;553;1357;952;499
177969_0;102;297;136;1266;902;771;782
177981_0;1;0;0;284;104;1;0
177984_0;14;39;438;8;6084;233;1366
177985_0;0;0;0;0;0;0;393
177996_0;465;759;1132;1750;1233;188;274
230779_0;0;2;0;0;0;0;0
230797_0;346;55;14;16;81;28;226
230801_0;42;351;273;456;1278;497;851
230806_0;27;0;0;45;0;0;0
230823_0;60;65;7;32;201;100;52
184591_0;0;3;0;0;1;0;0
184598_0;183;1068;1209;1593;1916;245;158
184605_0;4;1915;4487;33;7446;233;0
184610_0;32;148;162;96;68;37;40
184612_0;217;38;34;732;2124;1511;1309
184614_0;6;27;0;2;14;0;12
184617_0;5;16;3;38;22;16;0
184620_0;0;0;0;0;53;0;0
184644_0;28;404;461;341;114;461;453
160492_0;0;0;0;0;115;0;5
160519_0;14;5;0;18;88;0;7
160521_0;2;0;0;0;5;281;53
160522_0;0;0;0;0;1;0;0
160528_0;372;153;56;751;325;615;1268
160532_0;0;0;0;0;0;0;0
160539_0;497;557;568;334;764;41;81
15498_0;6;50;122;113;305;92;2421
15499_0;159;1596;459;1677;1441;1024;481
15511_0;0;0;0;1;1;0;119
15520_0;0;75;50;1471;120;1140;306
15522_0;0;1;0;0;0;0;0
15526_0;735;68;85;621;462;416;339
15537_0;3;2;2;0;1;0;0
15543_0;1;0;0;0;2;0;0
15551_0;7;2;0;0;75;0;0
159462_0;0;0;0;1;3;29;44
159465_0;35;96;6;162;45;30;23
159494_0;1;0;0;0;0;0;0
159497_0;0;97;0;1235;3300;1693;0
18426_0;5;3;6;0;161;39;52
18443_0;0;0;0;0;2;0;0
18471_0;43;411;969;2409;5255;765;553
18473_0;1140;0;0;0;11;65;3080
18474_0;9;794;68;4198;1268;58;9
18475_0;2;0;0;2;2;0;3
234240_0;4;3;4;3103;3306;177;0
234242_0;1;0;0;3;13;0;0
234243_0;21;29;0;3132;1389;0;0
234259_0;71;603;1223;482;307;108;124
234261_0;19;2;44;689;1717;1683;1937
234268_0;0;0;0;0;0;0;0
234278_0;1132;711;142;416;7143;1629;223
234290_0;384;475;50;1743;3836;49;1480
226933_0;0;0;0;1;4041;153;0
226940_0;108;194;97;510;374;609;329
226952_0;327;319;184;635;610;717;1253
211976_0;956;2;0;285;1459;97;11
211985_0;4;329;1231;7153;2201;9;0
211990_0;0;0;0;0;207;4;0
212010_0;4;17;0;5;136;3;0
212018_0;0;0;0;0;0;0;0
212019_0;0;0;0;0;0;0;0
212031_0;46;1950;79;176;971;105;2705
212035_0;24;55;19;322;583;172;26
232301_0;37;178;12;215;812;29;105
232307_0;61;186;9;243;46;7;0
232322_0;1042;159;212;1422;565;1635;754
232325_0;0;0;0;0;0;0;0
232332_0;63;341;471;1196;523;440;368
232335_0;12;96;0;2;9;0;0
232337_0;216;567;234;1233;663;160;264
59187_0;114;304;5;84;77;123;17
59200_0;436;383;122;555;756;736;3395
59203_0;0;0;0;0;0;0;0
59204_0;69;180;12;274;396;27;0
59208_0;0;0;0;0;0;0;0
59209_0;78;11;34;181;109;159;93
59226_0;0;0;0;1;1;0;0
42640_0;267;663;370;501;984;567;102
42642_0;2;7;86;38;381;914;90
42648_0;3;1;0;0;0;0;0
42651_0;51;42;0;0;47;39;0
42665_0;18;181;227;2538;2820;4542;409
42667_0;1;6;0;10;34;0;0
40751_0;0;0;0;0;2;0;0
40754_0;5;4;281;24;16;252;9
40758_0;37;232;61;426;228;110;63
40761_0;0;0;0;0;1;0;0
40772_0;4;0;2;0;6;0;10
40778_0;17;509;179;2010;513;7444;618
40800_0;1141;871;376;861;9739;1233;507
26904_0;106;158;116;267;466;318;282
26922_0;37;26;2;151;31;18;37
26929_0;20;1;0;0;70;18;0
26937_0;0;147;0;0;0;23;0
26938_0;19;642;469;2056;10460;307;162
26940_0;106;191;0;13;3119;2914;8
26948_0;114;79;332;1532;558;751;1299
26953_0;16;10;7;3;15;21;9
26957_0;6617;1568;1608;2725;18253;1456;642
146352_0;0;0;0;0;1;27;0
146369_0;213;461;981;1163;5303;114;193
146375_0;1;1;0;8;3;0;0
146380_0;129;33;1353;62;849;1142;4905
146388_0;558;1065;0;248;60;52;51
102730_0;0;0;0;0;0;0;117
102756_0;0;0;0;0;0;0;0
102777_0;59;32;313;135;62;5;2
102781_0;0;107;0;0;5;0;0
102784_0;64;51;0;16;46;0;58
238632_0;0;0;0;2;2;0;0
238645_0;0;0;0;0;1;6;0
238648_0;0;0;0;0;0;0;0
238651_0;165;210;331;125;201;927;412
238678_0;9;90;0;1;35;6;4
238688_0;98;373;216;832;1718;658;402
238690_0;2645;3281;823;1656;1093;1265;697
3538_0;1;22;3;0;0;0;8
3540_0;66;0;0;0;47;7;2
3543_0;26;186;283;103;1555;115;31
3546_0;0;0;0;0;8;0;0
3561_0;0;5;0;35;1;0;30
3582_0;43;7;0;0;6;263;44
3591_0;9;9;0;0;2;0;28
101575_0;365;477;238;1855;6976;1019;393
101598_0;0;1;0;0;0;0;0
101605_0;4;0;0;20;1;0;0
101609_0;0;0;0;0;0;0;0
101613_0;86;1248;175;482;904;354;20
101614_0;3;21;3;3;18;4;8
101622_0;114;52;232;2942;2559;16122;26
49839_0;3;104;21;209;1781;1406;2359
49852_0;2;23;6;0;1;429;399
49854_0;50;80;511;517;1589;1090;412
49855_0;80;706;54;194;18533;843;2907
49864_0;440;56;34;204;673;651;230
49878_0;0;0;0;0;1;0;0
49879_0;1;550;335;16;170;92;7
49884_0;0;3;0;0;5;0;2
49889_0;105;215;35;178;326;35;45
81499_0;0;0;0;0;14;0;0
81503_0;135;17;0;0;0;0;0
81508_0;36;243;111;361;168;165;56
81510_0;172;616;1023;3762;3082;1531;1028
81518_0;214;145;0;1486;9419;283;8
81528_0;7;3;5;4;10334;1661;0
81540_0;4;1;0;301;1124;3;0
81541_0;0;123;76;564;25362;1722;2
229670_0;0;4;0;12;2139;455;0
229696_0;15;55;10;48;23;35;41
229698_0;0;0;0;0;0;0;0
229708_0;19;10;0;212;59;68;6
229710_0;2;7;57;16;0;0;0
100345_0;15;85;44;111;226;186;1360
100346_0;180;7;70;89;173;200;193
100350_0;45;105;924;1154;1009;360;203
100355_0;0;0;0;11;0;0;9
100359_0;38;152;238;989;334;170;16
100367_0;131;147;172;483;285;219;391
100375_0;31;9;32;228;190;102;106
100377_0;0;0;0;0;0;0;0
100381_0;336;9126;921;2793;1688;581;152
100397_0;949;518;252;754;791;237;150
100398_0;8;349;113;519;1683;3;222
100402_0;16;49;79;973;929;633;6532
249402_0;0;13;0;1;2745;3057;393
249409_0;38;14;0;3;0;0;9
249422_0;0;1;0;0;0;0;0
249434_0;0;0;0;0;1;0;1
249438_0;601;2804;1167;1654;620;495;70
57341_0;1;125;174;68;119;100;3
57344_0;145;31;63;146;1470;256;933
57347_0;31;228;480;495;1030;258;790
57351_0;347;188;121;199;1157;107;78
57365_0;0;0;0;0;3163;393;0
57368_0;75;76;439;186;536;241;197
57372_0;60;102;1;76;192;24;158
57380_0;0;0;4714;43;0;0;0
57382_0;370;3173;2866;8639;4658;2164;4639
57387_0;832;640;2505;2322;1154;1871;2028
84546_0;175;272;1678;464;11985;355;493
84557_0;4;32;144;1843;25;0;159
84566_0;19;22;8;15;0;0;15
84574_0;39;196;4;991;1919;9;0
84578_0;0;1;0;1;1;0;0
84583_0;1;0;0;1;2;0;4
84585_0;3;0;0;0;0;0;0
84594_0;18;30;0;22;0;0;0
84605_0;1300;2351;1966;4502;4119;2500;990
215098_0;2;1;0;0;0;0;0
215107_0;69;86;2;360;48;8;91
215143_0;6;33;144;125;153;684;41
215146_0;0;0;0;0;0;0;77
242661_0;0;9;1300;0;0;0;0
242662_0;0;0;0;0;10;52;80
242664_0;77;39;410;15;33;6;163
242668_0;68;20;4;2;0;17;438
242685_0;2;5;2;44;212;25;7
242687_0;0;1;24;47;71;3;196
242703_0;0;3;0;1;1;22;29
37271_0;0;7;0;2;27;11;16
37290_0;1;288;0;32;496;12;16
37304_0;19;246;817;87;903;16;528
37306_0;4492;290;28;52;37;1;23
37322_0;3;1494;814;1060;1240;2180;455
35817_0;1707;1105;1026;2461;2391;932;2648
35822_0;5;16;265;1;48;262;2
35826_0;14;3;0;0;1;0;0
35828_0;23;676;294;55;85;3;454
35831_0;1;0;0;0;3;0;0
35836_0;444;960;225;295;4605;762;822
35839_0;998;630;372;657;1095;594;788
35848_0;110;194;0;4;0;91;24
35849_0;42;19;121;255;286;0;0
121156_0;9;4;0;0;0;0;0
121157_0;252;68;273;154;301;428;546
121175_0;38;147;8;15;509;512;12
121182_0;0;0;0;12;0;0;25
121197_0;1;1;0;29;3;3;38
211614_0;178;476;150;846;733;853;210
211623_0;0;11;0;2;15;80;221
211626_0;5;13;3576;1136;195;5;10
211628_0;0;1;0;0;0;0;0
211631_0;60;235;90;148;505;101;504
211634_0;6;0;0;40;343;5903;0
211638_0;6;18;150;252;34;825;1207
211640_0;0;1;0;0;4392;5057;8321
211658_0;621;48;121;330;475;48;20
244984_0;0;0;0;109;7885;4865;0
244992_0;0;7;1;109;656;634;937
244994_0;219;190;48;23;751;590;229
245002_0;1;7;20;59;36;5;0
245006_0;196;199;191;2697;1602;691;163
245015_0;256;50;0;25;55;14;47
245023_0;20;44;38;21;145;37;94
64355_0;4;309;226;73;1334;853;1119
64360_0;19;0;615;4;255;45;361
64379_0;218;3071;372;1392;1102;610;1083
64380_0;2281;3546;3148;1441;3568;2624;2704
64382_0;1409;689;31;42;207;16;1285
64388_0;208;767;1918;1887;5472;3269;55
64392_0;9;0;2;15;58;619;54
64411_0;2;2;0;0;1;0;0
187514_0;0;1;0;0;0;0;0
187519_0;0;15;9;0;0;69;18
187521_0;4;147;56;329;124;1616;381
187536_0;0;0;0;0;2;0;0
187558_0;0;0;0;0;2;0;0
187561_0;121;138;70;21;114;59;62
187564_0;0;0;0;0;0;0;0
187568_0;0;0;0;0;0;0;4
19295_0;32;108;28;16;2876;864;1198
19320_0;443;708;169;2997;1071;1621;184
19326_0;0;0;0;0;21;203;34
159824_0;84;21;0;4;15;9;2
159831_0;150;226;372;237;7940;649;83
159842_0;0;5;20;0;62;1;92
159853_0;3;66;122;159;465;411;440
159858_0;422;1700;1507;1181;1812;882;1854
159860_0;0;0;0;0;25;13;3
159861_0;95;137;223;148;461;589;566
159868_0;1;31;101;21;144;136;15
159874_0;37;735;268;187;61;44;20
184956_0;97;896;168;319;134;372;367
184976_0;352;696;399;652;522;82;517
184978_0;157;14;794;24;22;94;3
184989_0;0;0;0;0;0;0;0
185008_0;773;157;981;1313;154;158;181
122124_0;2;591;26;638;818;661;37
122135_0;209;431;500;2158;955;845;297
122140_0;438;623;242;643;573;231;256
122145_0;38;37;0;0;0;126;5270
122159_0;4;0;0;8;35;0;0
136893_0;206;758;454;2192;1423;458;271
136894_0;206;507;92;478;748;1860;383
136895_0;533;1168;533;672;2140;153;49
136904_0;82;42;0;0;58;18;3
136913_0;1048;746;480;1175;1136;313;1119
136925_0;0;1;0;0;24;0;8
136940_0;0;0;0;4;3862;354;0
223695_0;0;4;4;215;5;0;0
223713_0;103;15;7;84;116;174;9
223729_0;2;2;0;0;0;0;0
19648_0;90;566;485;2159;940;2060;721
19652_0;0;3;0;2;9;0;0
19658_0;4;3;0;0;0;0;0
19660_0;0;0;0;0;0;0;0
19676_0;26;107;48;33;36;12;35
19683_0;424;144;217;418;327;528;175
19686_0;10;0;0;0;0;0;16
19692_0;0;6;0;599;3659;0;7
19696_0;96;0;0;0;0;0;0
19701_0;0;28;72;14;0;8;32
81198_0;0;0;0;9;0;0;0
81203_0;18;646;2614;415;9876;12453;18
81206_0;118;161;2928;25;139;1532;421
81208_0;0;1;0;0;0;0;0
81217_0;0;1;0;34;2;0;137
81242_0;7;225;829;759;613;268;558
81244_0;0;55;2;0;0;0;0
81809_0;1128;1581;1134;255;250;397;383
81816_0;0;0;0;0;1;0;1
81825_0;0;5;44;30;21;84;10
81826_0;45;1;991;1618;8673;256;38
81831_0;623;793;1082;552;4033;923;379
81848_0;0;0;0;8;0;4;0
81854_0;0;0;0;0;0;0;0
160796_0;3;0;5;97;233;5;414
160797_0;1240;755;1840;3238;560;342;111
160803_0;110;363;43;86;537;697;770
160820_0;0;0;0;1;0;0;0
160833_0;12;764;68;8;62;61;1131
160842_0;78;40;814;729;154;207;206
160843_0;3;37;0;0;0;0;0
160846_0;5;19;0;24;0;0;6
160854_0;2739;4581;2411;306;2091;974;39
29597_0;54;125;139;18;113;139;13339
29602_0;90;39;39;13;296;68;47
29610_0;1;0;55;2174;140;0;65
29611_0;1;5;0;0;0;0;115
29615_0;418;138;60;58;58;352;23
29625_0;3;0;0;0;3304;101;0
29634_0;1;9;0;0;0;0;0
29635_0;0;0;0;0;0;3;0
29643_0;0;0;0;0;12;0;0
71863_0;16;2;0;0;17;0;88
71869_0;56;141;0;1700;128;17;10
71871_0;2;25;10;34;28;12;2
71878_0;213;3533;620;1000;66;409;7062
71887_0;0;0;0;0;0;0;0
71903_0;7;25;0;83;123;58;932
71905_0;207;261;187;290;234;177;170
71909_0;0;16;0;0;0;0;0
71910_0;61;13;0;215;266;6;16
213502_0;681;4074;759;254;1611;251;254
213507_0;145;177;421;22;28;0;15
213512_0;10;877;76;128;120;351;418
213516_0;0;10;452;2827;163;0;411
213544_0;0;0;15;0;3;0;0
9352_0;4;121;476;812;1367;2021;1161
9354_0;0;0;0;0;0;0;0
9365_0;16;50;2;5;13473;2506;96
9376_0;8;33;32;0;0;0;5
139265_0;100;121;7;53;815;201;232
139279_0;27;48;54;92;731;77;412
139283_0;394;1434;1149;1241;1981;1652;1539
139298_0;0;22;28;16452;1693;649;205
139300_0;771;417;140;374;756;71;105
139301_0;3518;1433;662;693;834;490;1229
139302_0;259;320;1182;1223;1830;604;838
139303_0;11;45;397;53;140;35;130
10376_0;0;6;0;0;55;0;0
10378_0;0;0;0;2;0;0;0
10384_0;0;4;0;0;1;0;0
10386_0;12;1;251;55;2;0;3
10408_0;93;211;49;199;488;272;21
10417_0;23;23;14;32;124;42;71
15008_0;593;548;127;13;1151;706;125
15014_0;31;57;249;66;350;52;473
15018_0;0;21;0;0;1242;1058;0
15023_0;3;11;3;68;85;304;103
15025_0;15;478;14;885;379;18;75
15034_0;0;2;3;186;343;787;882
15035_0;0;22;0;0;0;0;0
15039_0;12;66;4;102;81;311;21
15045_0;170;695;113;245;165;24;25
15050_0;2;0;0;0;0;0;0
15053_0;0;1;0;0;0;0;0
15054_0;2;0;0;97;42;1;7
15060_0;240;1132;527;1969;668;1442;555
147883_0;5;2;2;5;19;26;0
147887_0;39;216;479;1434;1729;584;481
147889_0;114;0;0;148;1;0;0
147901_0;7;0;0;6;116;0;430
147909_0;0;728;0;552;3394;4032;15
243085_0;0;0;0;0;0;0;20
243104_0;1;10;0;0;0;0;70
243105_0;184;569;319;496;652;338;154
243110_0;149;263;252;678;1159;512;725
243113_0;1;0;8;76;1;0;10
243115_0;0;8;2;14;243;40;229
243142_0;474;170;3347;6573;2651;487;9048
81763_0;0;0;0;0;6;0;0
81781_0;93;3;0;0;90;0;0
81789_0;0;0;0;0;0;0;0
81797_0;1;27;83;142;32;1101;3985
81798_0;144;30;684;165;486;641;171
81800_0;201;94;371;682;387;378;256
199180_0;3;0;0;0;0;0;0
199189_0;30;91;2;9198;287;132;125
199200_0;0;0;0;0;0;0;0
199212_0;72;93;22;28;45;42;13
199217_0;184;1075;1397;1296;3791;1555;336
199218_0;518;453;354;2113;1175;1440;231
199223_0;104;158;364;410;2206;1930;396
155003_0;0;0;0;48;8;95;2
155009_0;0;369;0;13;290;156;0
155033_0;307;242;753;4070;1662;854;345
155038_0;0;0;0;2;0;0;0
155040_0;738;1011;1784;766;604;170;27
155046_0;810;4184;187;115;286;256;268
155050_0;82;14;291;2244;239;773;3634
155055_0;4;44;50;69;180;90;476
213938_0;12;189;28;37;85;387;138
213947_0;37;104;526;442;1399;203;195
213950_0;475;1292;391;464;4171;278;4660
213954_0;148;854;748;842;1774;472;1385
213970_0;0;0;2;0;0;0;0
213971_0;0;3;8;1;88;1;23
213973_0;38;124;0;15;0;0;0
213974_0;29;1;19;9;40;0;9
213979_0;119;567;154;297;849;283;725
213985_0;1;20;82;97;364;72;21
213986_0;60;205;117;114;340;109;30
204043_0;49;56;176;66;293;67;407
188433_0;303;31;0;14;0;0;0
188439_0;76;66;24;129;113;25;717
188453_0;88;82;56;394;11;8;4
188476_0;3;6;8;2;0;46;178
188482_0;0;0;0;0;0;0;0
188484_0;47;4;5;2367;392;741;1704
188487_0;0;0;0;0;10;0;0
188489_0;129;697;185;500;291;591;147
24035_0;2;473;0;0;139;1951;55
24036_0;156;301;820;777;1057;289;506
24043_0;50;53;44;2341;1378;15;42
24048_0;28;36;99;166;104;125;9
24057_0;289;558;715;1093;6171;570;262
24070_0;156;203;412;849;1973;1803;544
24072_0;0;0;0;0;0;0;0
24073_0;63;183;618;134;10248;162;1150
24089_0;43;150;33;66;107;179;444
24090_0;23;1;5;17;5;3;4
70218_0;0;0;0;0;9;0;0
70223_0;0;0;6;0;0;21;0
70225_0;65;47;23;719;965;192;138
70226_0;77;9;129;3465;2656;0;0
70247_0;9;1;0;0;43;0;0
70255_0;196;1105;5;15;18;126;26
70257_0;705;7793;2301;1024;253;63;156
41846_0;179;329;132;552;701;230;179
41849_0;0;0;0;0;27;4;0
41853_0;2;13;0;0;0;0;0
41860_0;0;1;0;0;0;0;0
41868_0;15;51;0;259;458;116;10
41875_0;21;1;2;46;301;882;214
41884_0;5;35;1;9;47;0;3
41890_0;243;106;72;353;137;15;119
41893_0;0;2;1;0;6;0;155
41899_0;181;437;71;257;466;549;9527
73389_0;87;214;13;2993;18909;533;488
73410_0;395;1255;2015;1124;3172;1080;1033
73416_0;58;63;65;8;64;208;40
73425_0;14;1;0;42;0;0;14
73430_0;634;1015;910;771;1392;487;1809
73436_0;6;49;0;0;54;0;92
73443_0;0;0;0;0;0;0;0
101342_0;644;3188;2277;1617;4305;3418;4831
101354_0;173;228;376;401;332;63;148
101358_0;0;0;0;0;825;0;0
101363_0;55;226;299;344;599;582;225
101367_0;1;0;0;0;0;21;0
101368_0;0;0;0;98;0;0;0
101375_0;0;0;0;0;1;0;0
101376_0;22;57;215;927;123;109;12
73714_0;91;15;4855;534;24;0;1726
73722_0;0;0;0;0;8;0;0
73724_0;2050;1537;1732;3313;4580;3349;926
73727_0;55;0;9;66;276;2;115
73730_0;31;70;0;1;143;0;1683
73739_0;146;12;0;4;14;9;13
37152_0;24;45;101;2142;73;31;54
37157_0;69;82;351;526;699;430;6
37160_0;0;0;0;0;1;0;0
37163_0;0;0;0;0;0;11;0
37170_0;6;34;3;14;46;9;13
37178_0;6;2381;80;174;249;121;1
37182_0;12;0;0;0;0;0;0
37186_0;0;0;0;0;4;0;0
37194_0;0;0;0;0;0;0;0
37202_0;5;29;0;0;0;0;47
37203_0;1306;2402;144;623;257;164;236
209602_0;0;1;0;0;0;0;0
209639_0;142;298;86;620;1160;140;141
209648_0;49;23;2;107;77;5;36
163423_0;1;2;0;0;26;0;0
163432_0;173;110;304;202;570;703;50
163446_0;0;19;0;65;0;0;0
163459_0;6;4;7;2737;3350;174;3
193136_0;0;0;2;0;0;0;0
193147_0;17;97;231;74;448;169;289
193169_0;0;0;0;0;0;0;5
193171_0;38;29;43;144;2025;1549;101
40633_0;949;1437;108;21;15;291;751
40646_0;2;1;0;0;0;3;0
40665_0;466;1050;1747;1103;4798;1547;391
40673_0;58;40;31;539;529;83;46
40677_0;25;1325;2183;8;100;59;9
40685_0;836;146;354;314;196;407;1170
181418_0;76;117;2;125;75;14;15
181428_0;0;2;109;2;3;0;12
181440_0;105;29;159;227;880;909;10
181441_0;0;15;0;23;0;135;4
181461_0;71;91;13;19;86;114;9
181463_0;3;2;0;4;0;0;2
161287_0;0;0;0;0;1;7;0
161290_0;71;8;19;10;146;339;240
161294_0;409;300;182;592;3560;202;98
161328_0;0;0;0;0;0;0;0
161335_0;0;0;0;0;0;0;0
161337_0;77;203;62;84;384;342;293
161340_0;1659;2666;176;8366;6887;1974;4
247725_0;75;50;673;1810;2286;840;593
247733_0;0;0;0;0;0;0;0
247748_0;2;134;2;0;26;498;218
247758_0;6;1;8;5;73;1;2
247769_0;23;132;14;66;519;335;70
247770_0;1142;1642;601;1571;1633;1250;948
247771_0;0;0;0;0;2;0;0
247772_0;385;16;0;4;1;0;0
176903_0;1;13;0;0;13229;3493;2562
176904_0;24;115;16;50;144;29;27
176925_0;153;658;1933;2041;1455;1955;933
176936_0;12;4;0;0;8;0;11
176943_0;0;10;9;0;0;30;0
176946_0;45;0;0;3;0;16;1
176954_0;0;1;0;0;3;0;0
176958_0;155;221;563;537;3551;3681;1449
222773_0;387;523;855;2542;592;233;116
222795_0;0;0;0;25;0;0;0
222797_0;0;9;2;0;0;0;1050
222810_0;5;10;23;6;137;93;34
222820_0;41;8;96;1024;583;749;3109
222832_0;4389;182;836;274;1327;4231;69
124325_0;1;13;59;11;71;59;215
124327_0;263;287;263;1896;1409;65;69
124328_0;223;423;176;361;879;395;579
124333_0;0;0;0;0;0;0;0
124337_0;155;25;109;145;10367;4362;19995
124348_0;610;2080;922;3902;3208;1571;970
124351_0;106;178;84;1406;8427;3534;1772
124356_0;0;22;2;0;12;17;23
124378_0;17;23;6;7;675;556;0
13742_0;0;321;28;112;218;170;153
13755_0;0;4;0;0;0;0;0
13757_0;8;45;18;0;0;0;2
13775_0;0;0;0;0;21;2;0
13777_0;0;7;0;0;0;0;0
13780_0;11;2773;1453;156;13360;4763;0
172147_0;276;810;500;577;338;11;23
172153_0;0;0;0;0;0;0;0
172157_0;47;479;382;1504;5328;2654;945
172171_0;890;1711;761;389;2908;414;2647
172174_0;149;472;263;1206;1601;1317;485
172182_0;109;29;115;0;70;26;14
172184_0;110;194;119;1693;214;331;406
172193_0;7;38;1;0;1179;105;0
172196_0;591;267;71;87;159;53;1051
